id|uuid|slug|title|description|startDate|endDate|updateDate|addedDate|numberOfDisciplines|numberOfTeams|totalCount|card_id|project_ids
29|c8173325-f65b-59a2-97b6-0647c957c4d4|rfayfmf8yqrsz|AI Info Service|Currently, Odin and other backend tools that display player or NPC locations route through ElasticSearch, which is CIG's analytics pipeline. This process is naturally slow, and the amount of high-fidelity data we need to track is low enough to make a separate service practical. This new service will continuously track the position of players, NPCs, and other entities so that our live-service tools can display them properly in real-time.|1612137600000|1622160000000|1608569695000|1629867600000|1|1|||SC
30|8ae39f6e-ebdc-5066-8b0c-a15562b6f0bd|54wqvfmohiui8|Akiro Cluster|Adding the Akiro Cluster, a cluster of dangerous, charred asteroids. While mostly worthless, some rare materials can be found here.|1621296000000|1622505600000|1608565240000|1629867600000|1|1|||SC
31|fd04ff9a-ab32-5838-b972-10d3651db2c4|1plpc2394ak3w|Animatable Gunner Helmet|Creating an animated and EVA-capable version of the gunner helmet. |1623024000000|1632441600000|1617825781000|1629867600000|2|1|||SC,SQ42
32|4365e939-92df-5296-8388-db38af8aeb15|7n4pypxkvct2h|Aopoa San'tok.yāi|Building, balancing, and implementing Aopoa's medium fighter, the San'tok.yāi, into the game.|1633305600000|1651190400000|1629831559000|1629867600000|3|2|||SC
33|7a43e517-4f2f-5fc1-a3e8-6f393eb0e275|pzk7ai0l3hjmf|Archon|Archon Station is a large space station located inside The Coil.|1609718400000|1648512000000|1608651594000|1629867600000|1|1|||SQ42
34|16c496df-f35b-5a5d-9d29-62b31fb6bd8a|nom7e8ftjjgbf|Area 18 - Hospital Interior Location|Area 18 hospital interior where players can heal, revive, and purchase medical supplies and life insurance.|1613520000000|1637020800000|1628647166000|1629867600000|1|1||3|SC
35|ec64a91e-eb1f-5b3c-bfe6-306d4cf271fd|5d643vbvzi7xd|Asset Manager|In support of localized inventories, the Asset Manager keeps track of all player-owned items, where they're stored, and where they need to go to pick up, transfer, and equip them.    |1610928000000|1630627200000|1628649550000|1629867600000|3|3||4|SC
36|a484a400-e5f6-58d1-a663-a8c436536b30|3qtun6myee2l1|Asset Reference Database|Create a tool to track relationships and dependencies between assets and produce asset graphs showing how an in-game entity is composed. This will allow improvements to the build system and easier asset management. |1609891200000|1631664000000|1611718138000|1629867600000|1|1|||SC,SQ42
37|950508ba-96d0-5f92-a28f-8040a36cfe58|myxwb7fk5zplo|Asset Specific ADIK Targets - Maya|Implementation of a new maya workflow featuring a streamlined user interface for authoring asset specific ADIK targets that can be exported to engine on a per-animation basis.|1619481600000|1620604800000|1617825199000|1629867600000|1|1|||SC,SQ42
38|56e3d099-a71e-5856-9278-d6d919fa1ced|iawro74hcbfbp|Asset Validator|Replacement for the existing Asset Validator to provide extensible test plug-ins, improved performance, and clearer error reporting. |1613606400000|1628035200000|1611718411000|1629867600000|1|1|||SC,SQ42
39|2b187161-6e3e-58e9-b6c5-ae5ef2052949|6pvoowo3859ve|ATC Service|The logic for Air Traffic Control is handled separately on each DGS (Dedicated Game Server). As we move closer to the reality of Server Meshing, the logic for Air Traffic Control needs to transition to a separate service.|1609459200000|1625011200000|1608319588000|1629867600000|1|1|||SC
40|b6e904cb-597b-5209-9fd1-cea31fe1aeb1|gbuqyuf1dywz8|ATC System Rewrite|Rewrite the ATC system to utilize a backend service, making it compatible with server meshing.|1611619200000|1646092800000|1608323409000|1629867600000|2|3|||SC
41|ebea85ae-59d7-5a59-8e55-c8877229169e|vgcwo0ksddwmw|Atlas|Add functionality to the Hybrid for what will become the Atlas component service of the Replication Layer. Atlas functionality splits the game up into multiple manageble regions (known as territories) which are then provided to the Replicant functions Dedicated Game Servers (DGS) by the Replicant Hybrid  to manage and simulate.|1625270400000|1630022400000|1626278609000|1629867600000|1|1|||SC
42|6d9764a6-c678-59df-99ab-0c4b4703f1d4|xffyseweue5kz|Atmospheric Pressure Damage|Atmospheric Pressure Damage is the damage players/NPCs or ships will receive in situations where the exterior pressure exceeds the pressure resistance of the corresponding ship/armor/suit.|1624320000000|1636416000000|1624672224000|1629867600000|2|2|||SC
43|da9db229-fa27-55bd-a3bd-80ffd2e9086b|ndslm2squioma|Audio to Animation Toolset|Development of a toolset to analyze .wav audio files and create matching, believable facial animations that work with the game's current rigs.|1616976000000|1619395200000|1617825425000|1629867600000|1|1|||SC,SQ42
44|2949fb71-8452-5b26-98ca-011a33bb8ff8|hk26ryp4e9l2k|AWS Batch Interface|A cloud based batch solution utilising Amazon Web Servers to offload much of the conversion and export work from users machines to speed up their workflows.|1621900800000|1623024000000|1617825240000|1629867600000|1|1|||SC,SQ42
45|09d81b8a-a0f7-581e-9ae8-6cd0e40f4e5d|2faqr0u5elwn7|Backpacks|Concepting and creating generic backpacks to support physicalized inventory, as well as developing a scalable system for equipping backpacks onto a variety of armors. |1619395200000|1632441600000|1617826533000|1629867600000|3|2|||SC
46|1b6678e1-c645-5e15-a5a0-bc3e5c46b0a5|wgncoopr3uw8f|Banu Merchantman|Building, balancing, and implementing the Merchantman, the Banu-made trading vessel, into the game.|1609718400000|1655424000000|1620230026000|1629867600000|2|2|||SC
47|489d6b0c-8007-5d01-9faa-0e6ce10714e3|l89dvykyssb6o|Basilisk Advocacy Undersuit|Encompasses all tasks related the Advocacy undersuit made by Basilisk.|1616976000000|1627603200000|1617844897000|1629867600000|1|1|||SC,SQ42
48|b16db1e6-d713-5efe-8e16-a3cdf56ea644|i5p0qizcn146z|Behring S7 Ballistic Gatling|Designing and creating the Behring S7 Ballistic Gatling ship weapon. Includes asset creation, animation, and balancing.|1613347200000|1631491200000|1629831443000|1629867600000|1|2||5|SC,SQ42
49|77f8576d-c743-5c9b-8600-5306735437ed|sx9de473s0ht0|Behring S7 Laser Cannon|Designing and creating the Behring S7 Laser Cannon ship weapon. Includes asset creation, animation, and balancing.|1610928000000|1631491200000|1629831442000|1629867600000|1|2||6|SC,SQ42
50|f507d980-e38a-5a86-9fab-87d8af510c21|1mcecd88blnft|Bespoke Take &amp; Place|Definable and bespoke take and place animations actions for specific items. For example, the take and place animation for a helmet should be different from a bottle or grenade.|1624579200000|1628121600000|1608671968000|1629867600000|1|1|||SC,SQ42
51|d2c2ee74-cd70-53d5-bd3f-3d7da4e8ee32|mt4hky75vzjga|Boat Movement Parameters|Creation and support for a new vehicle movement simulation and movement type for use with boats or other aquatic vehicles.|1617580800000|1624579200000|1608591603000|1629867600000|2|1|||SQ42
52|4c105729-fba9-54ae-8a58-75649b47a111|7kfxh3qa8d1ez|Bombs|These systems will allow players in certain ships to drop a variety of powerful bombs over targets in atmosphere.|1609891200000|1633046400000|1629831442000|1629867600000|4|6||7|SC
53|2874a294-1f3c-5e45-82ea-178d4d45e733|3ncw9nonyc0i7|Boreal Stalker|Implementing the boreal stalker creature into the game. Created by microTech genetic engineers to fill the apex predator niche wthin their planet's ecosystem, the boreal stalker roams its tundras searching for prey.|1621814400000|1627603200000|1618972296000|1629867600000|1|1|||SC
54|541d5267-fcff-5df7-9e85-1b4c5e93b962|sweea1bv8b2f9|Bounty Hunter V2|Enabling players to track criminals via a mobiGlas security app linked to distress beacons, comm arrays, air traffic control systems, cameras, and NPC informants. This will rely on various new backend tech, including Virtual AI, the NPC Scheduler, and Security Service.|1641254400000|1646092800000|1608323694000|1629867600000|1|1|||SC
55|dd333b52-7abd-53e7-ac8c-5b1bb629c8d8|ydswuuwzevzou|Breakers Yard|Breakers Yard is an environmental location hidden deep within Odin I.|1609718400000|1640908800000|1608671627000|1629867600000|2|1|||SQ42
56|89fd34fe-b8ce-5c82-a304-620e20056da7|oouhlnscv4cqu|Bug Fixing &amp; Tech Debt|General bug-fixing and optimization for all game features and backend tech. |1609459200000|1657238400000|1608324626000|1629867600000|6|33|||SC,SQ42
57|81d27db2-5c26-5085-884c-f1b2c2869a7e|jazhdlezv8h3w|Building Blocks Shop Conversion|Convert the UI used when visiting item shops to work with Building Block technology and prepare the layout for the upcoming Organizational Perks.|1609718400000|1615507200000|1608318773000|1629867600000|1|1|||SC
58|606acb1e-50ce-5dd2-8ee2-f161399d90ca|rm4sptqkc0xlx|Building Interiors|Create gameplay focused layouts to fill the interiors of the various buildings in landing zones.|1613433600000|1654214400000|1617828146000|1629867600000|2|2|||SC
59|3873dbe3-c1ed-5caf-a6fb-bb5b03bce830|42e91zsr4xs2f|Cargo System Refactor |Refactor to allow both found and purchased cargo to be picked up, moved around, and placed into the cargo grid of a ship.|1609718400000|1638489600000|1608318910000|1629867600000|2|2|||SC
60|eb3534b7-8aa8-53b8-9cd7-2ab3a89dfa90|839u9uuwgg78p|Cave Improvements|Adding two new cave entrances to the PU. The 'drive-in' entrance will allow players to enter using a ground vehicle, while the 'sinkhole' entrance will require players to enter and exit using a ship.|1609804800000|1617062400000|1617820309000|1629867600000|2|2||8|SC
61|0be200be-76b7-5a6b-bbb1-e37cbc83acb0|p6q8plpm8dovk|Chapter 01|Designing, implementing, and iterating on chapter 1 of Squadron 42's single-player campaign. |1609459200000|1640908800000|1611710577000|1629867600000|3|7|||SQ42
62|413f86e1-daea-51ac-944a-30456782bc44|8t07kw90qvhf0|Chapter 04|Designing, implementing, and iterating on chapter 4 of Squadron 42's single-player campaign. |1609459200000|1640908800000|1611710582000|1629867600000|2|3|||SQ42
63|cf52ed22-a9ea-56e7-af87-3c68e4edd293|ase8e8mmixff4|Chapter 05|Designing, implementing, and iterating on chapter 5 of Squadron 42's single-player campaign. |1609459200000|1651795200000|1611710564000|1629867600000|3|5|||SQ42
64|9eceefc1-fd12-5840-be4f-922c81cd2b31|qrpp0jelcpx8y|Chapter 06|Designing, implementing, and iterating on chapter 6 of Squadron 42's single-player campaign. |1609459200000|1640908800000|1611710482000|1629867600000|2|3|||SQ42
65|9362920f-f6f2-54e5-8096-4c9125363d6a|55ihw5xes1jpp|Chapter 07|Designing, implementing, and iterating on chapter 7 of Squadron 42's single-player campaign. |1609891200000|1640908800000|1611710560000|1629867600000|2|3|||SQ42
66|ae7e2980-2186-5019-8aea-13bd95ba55e4|aoa32y9xrqhd3|Chapter 08|Designing, implementing, and iterating on chapter 8 of Squadron 42's single-player campaign. |1609459200000|1640908800000|1611710507000|1629867600000|2|3|||SQ42
67|47ed4f3b-92bb-5522-adda-f46c0a197458|51lg16ocusxjo|Chapter 09|Designing, implementing, and iterating on chapter 9 of Squadron 42's single-player campaign. |1609891200000|1640908800000|1611710547000|1629867600000|2|3|||SQ42
68|cdb45386-161c-5e5a-b47e-a1d9d6514438|8lu3osgro9jz1|Chapter 10|Designing, implementing, and iterating on chapter 10 of Squadron 42's single-player campaign. |1609891200000|1640908800000|1611710552000|1629867600000|2|3|||SQ42
69|f7696dc7-90f2-536c-aa0f-fada1282edbe|z97whnirtcy29|Chapter 11|Designing, implementing, and iterating on chapter 11 of Squadron 42's single-player campaign. |1609459200000|1640908800000|1611710524000|1629867600000|4|6|||SQ42
70|5a6ceab1-b70b-5748-a7d8-30415c92418d|3mwo1tt5tkkl6|Chapter 12|Designing, implementing, and iterating on chapter 12 of Squadron 42's single-player campaign. |1609891200000|1640908800000|1611710572000|1629867600000|2|5|||SQ42
71|fbc5a77b-3ac5-5d6a-af38-95e551c2360f|m4hon3qy5aj7j|Chapter 13|Designing, implementing, and iterating on chapter 13 of Squadron 42's single-player campaign. |1619827200000|1632960000000|1611710543000|1629867600000|2|2|||SQ42
72|72b7e18b-3221-527a-ab15-e16f67f2ed5a|muo5mcszz0enx|Chapter 14|Designing, implementing, and iterating on chapter 14 of Squadron 42's single-player campaign. |1609459200000|1640908800000|1611710499000|1629867600000|2|4|||SQ42
73|59f104cd-16a9-56a7-abb8-315883330a51|x9clnqkpeqnf4|Chapter 15|Designing, implementing, and iterating on chapter 15 of Squadron 42's single-player campaign. |1609459200000|1640908800000|1611710568000|1629867600000|2|3|||SQ42
74|31bfabfe-9aa3-566e-aaf0-f8c8f8a54349|i8g9fwso33dsp|Chapter 16|Designing, implementing, and iterating on chapter 16 of Squadron 42's single-player campaign. |1609891200000|1625011200000|1611710489000|1629867600000|1|3|||SQ42
75|628e2aa9-aa9d-57e8-aa46-4a0ccf348a31|a9rux14dc5wdj|Chapter 17|Designing, implementing, and iterating on chapter 17 of Squadron 42's single-player campaign. |1609459200000|1640908800000|1611710513000|1629867600000|2|3|||SQ42
76|098de177-c091-582d-a798-f86fc85cb6d6|4sbmlw2c4by8m|Chapter 18|Designing, implementing, and iterating on chapter 18 of Squadron 42's single-player campaign. |1609459200000|1640908800000|1611710361000|1629867600000|2|4|||SQ42
77|0bddbf21-f060-516a-b0c2-c9c7cbab0c3a|oj3oi90mrslpv|Chapter 19|Designing, implementing, and iterating on chapter 19 of Squadron 42's single-player campaign. |1609459200000|1640908800000|1611710555000|1629867600000|2|3|||SQ42
78|485d60e8-f4c8-5a37-82a5-f48da2830a08|51czsbt2ajcs1|Chapter 20|Designing, implementing, and iterating on chapter 20 of Squadron 42's single-player campaign. |1609891200000|1640908800000|1611710458000|1629867600000|3|5|||SQ42
79|9b9f49ee-3124-5f33-915d-caa7d49510d8|kfhortybw0xo5|Chapter 21|Designing, implementing, and iterating on chapter 21 of Squadron 42's single-player campaign. |1622419200000|1640908800000|1611710445000|1629867600000|2|3|||SQ42
80|177b6e40-a13f-5a28-b303-ffa7c13cad08|y1b9hiipoykw3|Chapter 22|Designing, implementing, and iterating on chapter 22 of Squadron 42's single-player campaign. |1609459200000|1640908800000|1611710438000|1629867600000|2|3|||SQ42
81|85bfc9be-066a-560e-ad90-0a0eaa16ebaa|7cnbz3e3830yf|Chapter 23|Designing, implementing, and iterating on chapter 23 of Squadron 42's single-player campaign. |1619827200000|1640908800000|1611710431000|1629867600000|2|3|||SQ42
82|53b8519b-d431-57b6-aba4-ffdc807adb7d|remmqkmi3p4vg|Chapter 24|Designing, implementing, and iterating on chapter 24 of Squadron 42's single-player campaign. |1620000000000|1640908800000|1611710424000|1629867600000|3|3|||SQ42
83|3a56a750-2d60-5b82-838e-70459f7a0ce1|vel8t7l1cg3vr|Chapter 25|Designing, implementing, and iterating on chapter 25 of Squadron 42's single-player campaign. |1623628800000|1640908800000|1611710418000|1629867600000|2|3|||SQ42
84|caa4ae4b-68ba-5bc0-a1e3-6a429c0b3b07|9pyp286qji194|Chapter 26|Designing, implementing, and iterating on chapter 26 of Squadron 42's single-player campaign. |1609459200000|1651795200000|1611710410000|1629867600000|4|4|||SQ42
85|70dace0c-ebf3-5915-81cf-922f126ddb07|qajtops3o8khz|Chapter 27|Designing, implementing, and iterating on chapter 27 of Squadron 42's single-player campaign. |1612137600000|1648512000000|1611710405000|1629867600000|3|2|||SQ42
86|e523b6de-4806-5d5a-b724-3ffa860c794f|h9jdz5m3wyjmf|Character Attachment Volumes|Volume guidelines for weapon and item attachments on characters to allow for better design implementation from the concept phase. |1616976000000|1622764800000|1617826438000|1629867600000|1|1|||SC,SQ42
87|3cac1b56-f935-52b6-90a2-0018e4263468|xcm71052agqrb|Character Work|Creation and implementation of various characters in Squadron 42's single-player campaign, including art, animation, and AI behavior.|1616716800000|1632873600000|1617827504000|1629867600000|5|7|||SQ42
88|c42b8de1-c8c6-5747-b9b8-89f34dca6d32|kte875wgl8xdk|Charge/Drain T0|All back-end tech tasks related to creating the first pass of the charge/drain power feature that will be used in future location and mission updates.|1614556800000|1617926400000|1617820776000|1629867600000|2|1||9|SC,SQ42
89|8dfbdead-ca69-52e7-8dbe-c144fdbf23ea|tyrxgnrl2c0c5|Checkpoint - Restore Ship State |Once implemented, re-loading from a checkpoint will restore the ship state when it was saved, or in a designer specified state.|1630886400000|1631836800000|1608564628000|1629867600000|1|1|||SQ42
90|da870003-3694-5114-a246-7f6de4a11cf1|zm9vtrkqpl9lr|Chemline|Chemline is an abandoned extraction facility built by Chemline Solutions located on Gainey in the Odin system.|1609718400000|1651795200000|1609779250000|1629867600000|1|1|||SQ42
91|c6506d3d-4788-5d56-b9ac-657df9ba76db|bdhhzgupgp9lo|CIG Profile Improvements|Ongoing improvements and optimizations to CIG Profile, giving better visualization of performance data and a better overall handle on performance costs. |1609718400000|1621814400000|1611716759000|1629867600000|1|1|||SC,SQ42
92|c0fcc75f-f013-566c-af2f-f3d95989eb87|v67tntzm9ecm6|Cloud Test Launcher V3.0|Add console capability to Cloud Test Launcher to allow testers to interact with large numbers of headless clients on an individual or group basis. |1609891200000|1615939200000|1611718298000|1629867600000|1|1|||SC,SQ42
93|fdb86187-8d30-5a7d-98b9-f9457e5434e1|6jr0bt8chtppf|Cloud Test Launcher V4.0|Add support for additional test environments, Fleet API, and fine-grained user authorization. |1617235200000|1631664000000|1611718563000|1629867600000|1|1|||SC,SQ42
94|af426157-571f-5e58-bb29-62e39f0c624a|iywss0vdri8u0|Cockpit Button Animations|Finalize Gladius dashboard buttons with multi-states and fully demonstrable with a procedural animations for each state.|1645401600000|1647561600000|1621427122000|1629867600000|2|1|||SC,SQ42
95|545ac6e3-7dcd-50b2-8570-8d5bd050ad7c|akrqi2zg6xun3|Comm Array Mission Improvements|Several mission improvements and totally new missions set across and around the Comm Arrays, with a specific focus on PvP content.|1624233600000|1635206400000|1626278466000|1629867600000|2|4|||SC
96|dcd3f9c8-8817-551a-828e-0dac3f19a074|ylpipzsytjkud|Comm Array Status on Backend Update|Communicate Comm Array/Monitored Zone status changes to backend services to enable incorporation into Quantum and Virtual AI.|1617667200000|1618790400000|1608323345000|1629867600000|1|1|||SC
97|6bb2e3a6-7874-58af-b606-201040242b82|4y0iw4tc02r1u|Commodity Kiosk|Converting the commodity kiosks to utilize Building Blocks. This will also add loading timers, which will need to be factored-in when planning cargo runs.|1610928000000|1637280000000|1608318786000|1629867600000|2|1|||SC
98|6971c749-91f3-5532-8a62-a162ba9cda49|0bibip45broz5|Configuration Service|This service is responsible for real-time distribution of configuration to services and clients.|1611100800000|1617062400000|1611715078000|1629867600000|1|1|||SC
99|44868ce9-a92d-5373-9325-b0c96c2c9417|d9ksf0t74fgju|Cooperative Locomotion|This mechanic allows players to grab some larger objects and move them around an environment by either pushing or pulling it.|1609718400000|1621296000000|1617820660000|1629867600000|3|4||10|SC,SQ42
100|86c7c61c-c50f-54ac-9271-837ba1f6c8eb|unkmw8dyi4wdg|Counterfeiting / Data Download Mission|Implementing missions that task players with infiltrating ships defended by hostile NPCs to hack terminals. There will be both lawful and unlawful variants of these missions.  |1609718400000|1639699200000|1608567390000|1629867600000|1|1|||SC
101|cb79e8a7-a6b0-5046-baf0-6316f325676f|yz5u2da6s4iis|Creature Rigging Pipeline|Development and creation of the internal rigging pipeline.|1630281600000|1631232000000|1617825323000|1629867600000|1|1|||SC,SQ42
102|86ff080a-77f5-5cbc-8d29-833400fbc04e|o0r9hgim72ti4|Crusader|All tasks relating to the creation of the planet Crusader, including points of interest. This beautiful-yet-dangerous gas giant is home to the Orison landing zone, a picturesque city floating on orbital latticework. |1614729600000|1623369600000|1617820732000|1629867600000|3|4||11|SC
103|bbcbd952-a56a-5e4b-9cee-ac0cd1962d4b|gpgt0at1a4v61|Crusader Ares Starfighter Inferno|Building, implementing, and balancing the Crusader Ares Starfighter Inferno as a flight-ready vehicle.|1616371200000|1634083200000|1629831401000|1629867600000|2|3||12|SC
